raterID;attractiveness;targetID;sex;ethnicity;zAge;zHeight;zBMI;sqzAge;sqzHeight;sqzBMI;zWCptsPB;zAttractiveness;zMouthCurv;zfWHR;meanAthlAttr
R139;3;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.1716;-1.05;-0.38;-0.2027
R142;3;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.1716;-1.05;-0.38;-0.2027
R144;1;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-1.6642;-1.05;-0.38;-0.2027
R145;2;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.9179;-1.05;-0.38;-0.2027
R147;4;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;0.5746;-1.05;-0.38;-0.2027
R148;3;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.1716;-1.05;-0.38;-0.2027
R151;4;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;0.5746;-1.05;-0.38;-0.2027
R154;4;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;0.5746;-1.05;-0.38;-0.2027
R157;2;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.9179;-1.05;-0.38;-0.2027
R160;2;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.9179;-1.05;-0.38;-0.2027
R161;3;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.1716;-1.05;-0.38;-0.2027
R162;3;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.1716;-1.05;-0.38;-0.2027
R163;4;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;0.5746;-1.05;-0.38;-0.2027
R164;2;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.9179;-1.05;-0.38;-0.2027
R166;5;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;1.3209;-1.05;-0.38;-0.2027
R167;3;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;-0.1716;-1.05;-0.38;-0.2027
R168;5;M49;male;Cauc;-0.99;-0.68;0.07;0.98;0.46;0.01;0.84;1.3209;-1.05;-0.38;-0.2027
R128;2;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.9179;-0.25;-0.84;-0.6791
R129;1;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-1.6642;-0.25;-0.84;-0.6791
R132;1;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-1.6642;-0.25;-0.84;-0.6791
R133;3;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.1716;-0.25;-0.84;-0.6791
R134;1;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-1.6642;-0.25;-0.84;-0.6791
R135;4;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;0.5746;-0.25;-0.84;-0.6791
R136;3;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.1716;-0.25;-0.84;-0.6791
R139;3;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.1716;-0.25;-0.84;-0.6791
R140;1;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-1.6642;-0.25;-0.84;-0.6791
R142;3;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.1716;-0.25;-0.84;-0.6791
R144;1;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-1.6642;-0.25;-0.84;-0.6791
R145;2;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.9179;-0.25;-0.84;-0.6791
R147;4;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;0.5746;-0.25;-0.84;-0.6791
R148;3;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.1716;-0.25;-0.84;-0.6791
R151;2;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.9179;-0.25;-0.84;-0.6791
R154;3;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.1716;-0.25;-0.84;-0.6791
R157;2;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.9179;-0.25;-0.84;-0.6791
R160;2;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.9179;-0.25;-0.84;-0.6791
R161;3;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.1716;-0.25;-0.84;-0.6791
R162;2;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.9179;-0.25;-0.84;-0.6791
R163;2;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.9179;-0.25;-0.84;-0.6791
R164;2;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.9179;-0.25;-0.84;-0.6791
R166;3;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.1716;-0.25;-0.84;-0.6791
R167;2;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.9179;-0.25;-0.84;-0.6791
R168;3;M50;male;Cauc;-0.92;0.63;-1.99;0.84;0.39;3.96;-0.96;-0.1716;-0.25;-0.84;-0.6791
R128;1;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-1.6642;2.5;0.68;-0.6194
R129;1;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-1.6642;2.5;0.68;-0.6194
R132;2;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.9179;2.5;0.68;-0.6194
R133;3;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.1716;2.5;0.68;-0.6194
R134;3;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.1716;2.5;0.68;-0.6194
R135;2;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.9179;2.5;0.68;-0.6194
R136;3;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.1716;2.5;0.68;-0.6194
R139;2;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.9179;2.5;0.68;-0.6194
R140;1;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-1.6642;2.5;0.68;-0.6194
R142;2;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.9179;2.5;0.68;-0.6194
R144;1;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-1.6642;2.5;0.68;-0.6194
R145;4;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;0.5746;2.5;0.68;-0.6194
R147;4;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;0.5746;2.5;0.68;-0.6194
R148;3;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.1716;2.5;0.68;-0.6194
R151;4;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;0.5746;2.5;0.68;-0.6194
R154;3;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.1716;2.5;0.68;-0.6194
R157;2;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.9179;2.5;0.68;-0.6194
R160;2;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.9179;2.5;0.68;-0.6194
R161;3;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.1716;2.5;0.68;-0.6194
R162;1;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-1.6642;2.5;0.68;-0.6194
R163;2;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.9179;2.5;0.68;-0.6194
R164;1;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-1.6642;2.5;0.68;-0.6194
R166;4;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;0.5746;2.5;0.68;-0.6194
R167;2;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;-0.9179;2.5;0.68;-0.6194
R168;4;M51;male;Cauc;-0.66;-0.03;-1.15;0.43;0;1.31;-0.92;0.5746;2.5;0.68;-0.6194
R128;5;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;1.3209;-2.15;-0.23;0.097
R129;1;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-1.6642;-2.15;-0.23;0.097
R132;3;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.1716;-2.15;-0.23;0.097
R133;4;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;0.5746;-2.15;-0.23;0.097
R134;3;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.1716;-2.15;-0.23;0.097
R135;4;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;0.5746;-2.15;-0.23;0.097
R136;6;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;2.0672;-2.15;-0.23;0.097
R139;2;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.9179;-2.15;-0.23;0.097
R140;2;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.9179;-2.15;-0.23;0.097
R142;4;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;0.5746;-2.15;-0.23;0.097
R144;1;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-1.6642;-2.15;-0.23;0.097
R145;3;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.1716;-2.15;-0.23;0.097
R147;3;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.1716;-2.15;-0.23;0.097
R148;3;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.1716;-2.15;-0.23;0.097
R151;4;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;0.5746;-2.15;-0.23;0.097
R154;5;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;1.3209;-2.15;-0.23;0.097
R157;2;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.9179;-2.15;-0.23;0.097
R160;2;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.9179;-2.15;-0.23;0.097
R161;3;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.1716;-2.15;-0.23;0.097
R162;3;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.1716;-2.15;-0.23;0.097
R163;4;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;0.5746;-2.15;-0.23;0.097
R164;4;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;0.5746;-2.15;-0.23;0.097
R166;4;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;0.5746;-2.15;-0.23;0.097
R167;6;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;2.0672;-2.15;-0.23;0.097
R168;3;M52;male;Cauc;-0.76;0.95;-0.5;0.58;0.91;0.25;2.99;-0.1716;-2.15;-0.23;0.097
R128;5;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;1.3209;1.06;-0.1;0.8234
R129;4;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;0.5746;1.06;-0.1;0.8234
R133;3;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;-0.1716;1.06;-0.1;0.8234
R134;3;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;-0.1716;1.06;-0.1;0.8234
R135;3;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;-0.1716;1.06;-0.1;0.8234
R136;6;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;2.0672;1.06;-0.1;0.8234
R139;6;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;2.0672;1.06;-0.1;0.8234
R140;2;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;-0.9179;1.06;-0.1;0.8234
R142;5;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;1.3209;1.06;-0.1;0.8234
R144;4;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;0.5746;1.06;-0.1;0.8234
R145;3;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;-0.1716;1.06;-0.1;0.8234
R147;4;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;0.5746;1.06;-0.1;0.8234
R148;5;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;1.3209;1.06;-0.1;0.8234
R151;5;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;1.3209;1.06;-0.1;0.8234
R154;5;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;1.3209;1.06;-0.1;0.8234
R157;4;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;0.5746;1.06;-0.1;0.8234
R160;5;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;1.3209;1.06;-0.1;0.8234
R161;5;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;1.3209;1.06;-0.1;0.8234
R162;4;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;0.5746;1.06;-0.1;0.8234
R163;5;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;1.3209;1.06;-0.1;0.8234
R164;3;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;-0.1716;1.06;-0.1;0.8234
R166;5;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;1.3209;1.06;-0.1;0.8234
R167;6;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;2.0672;1.06;-0.1;0.8234
R168;4;M53;male;Cauc;0.42;1.28;-0.4;0.17;1.63;0.16;-0.55;0.5746;1.06;-0.1;0.8234
R128;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R129;2;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.9179;0.29;0.19;-0.1716
R132;2;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.9179;0.29;0.19;-0.1716
R133;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R134;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R135;4;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;0.5746;0.29;0.19;-0.1716
R136;2;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.9179;0.29;0.19;-0.1716
R139;4;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;0.5746;0.29;0.19;-0.1716
R140;2;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.9179;0.29;0.19;-0.1716
R142;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R144;1;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-1.6642;0.29;0.19;-0.1716
R145;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R147;4;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;0.5746;0.29;0.19;-0.1716
R148;2;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.9179;0.29;0.19;-0.1716
R151;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R154;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R157;5;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;1.3209;0.29;0.19;-0.1716
R160;2;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.9179;0.29;0.19;-0.1716
R161;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R162;4;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;0.5746;0.29;0.19;-0.1716
R163;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R164;2;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.9179;0.29;0.19;-0.1716
R166;3;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;-0.1716;0.29;0.19;-0.1716
R167;5;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;1.3209;0.29;0.19;-0.1716
R168;4;M54;male;Cauc;0.2;0.95;0.85;0.04;0.91;0.73;0.07;0.5746;0.29;0.19;-0.1716
R128;3;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.1716;-0.5;-1;-0.0522
R129;1;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-1.6642;-0.5;-1;-0.0522
R132;2;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.9179;-0.5;-1;-0.0522
R133;4;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;0.5746;-0.5;-1;-0.0522
R134;3;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.1716;-0.5;-1;-0.0522
R135;2;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.9179;-0.5;-1;-0.0522
R136;5;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;1.3209;-0.5;-1;-0.0522
R139;6;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;2.0672;-0.5;-1;-0.0522
R140;1;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-1.6642;-0.5;-1;-0.0522
R142;5;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;1.3209;-0.5;-1;-0.0522
R144;1;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-1.6642;-0.5;-1;-0.0522
R145;2;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.9179;-0.5;-1;-0.0522
R147;4;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;0.5746;-0.5;-1;-0.0522
R148;3;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.1716;-0.5;-1;-0.0522
R151;4;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;0.5746;-0.5;-1;-0.0522
R154;5;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;1.3209;-0.5;-1;-0.0522
R157;3;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.1716;-0.5;-1;-0.0522
R160;4;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;0.5746;-0.5;-1;-0.0522
R161;3;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.1716;-0.5;-1;-0.0522
R162;3;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.1716;-0.5;-1;-0.0522
R163;2;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.9179;-0.5;-1;-0.0522
R164;2;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.9179;-0.5;-1;-0.0522
R166;4;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;0.5746;-0.5;-1;-0.0522
R167;3;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;-0.1716;-0.5;-1;-0.0522
R168;4;M55;male;Cauc;-0.67;0.46;-0.95;0.45;0.22;0.9;-0.96;0.5746;-0.5;-1;-0.0522
R128;4;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;0.5746;0.52;-0.74;-0.3507
R129;1;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-1.6642;0.52;-0.74;-0.3507
R132;1;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-1.6642;0.52;-0.74;-0.3507
R133;2;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.9179;0.52;-0.74;-0.3507
R134;3;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.1716;0.52;-0.74;-0.3507
R135;3;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.1716;0.52;-0.74;-0.3507
R136;6;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;2.0672;0.52;-0.74;-0.3507
R139;3;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.1716;0.52;-0.74;-0.3507
R140;1;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-1.6642;0.52;-0.74;-0.3507
R142;2;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.9179;0.52;-0.74;-0.3507
R144;1;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-1.6642;0.52;-0.74;-0.3507
R145;2;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.9179;0.52;-0.74;-0.3507
R147;3;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.1716;0.52;-0.74;-0.3507
R148;3;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.1716;0.52;-0.74;-0.3507
R151;4;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;0.5746;0.52;-0.74;-0.3507
R154;3;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.1716;0.52;-0.74;-0.3507
R157;3;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.1716;0.52;-0.74;-0.3507
R160;2;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.9179;0.52;-0.74;-0.3507
R161;5;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;1.3209;0.52;-0.74;-0.3507
R162;1;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-1.6642;0.52;-0.74;-0.3507
R163;4;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;0.5746;0.52;-0.74;-0.3507
R164;1;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-1.6642;0.52;-0.74;-0.3507
R166;5;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;1.3209;0.52;-0.74;-0.3507
R167;2;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;-0.9179;0.52;-0.74;-0.3507
R168;4;M56;male;Cauc;0.51;-2.63;-0.58;0.26;6.93;0.33;-0.55;0.5746;0.52;-0.74;-0.3507
R128;2;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.9179;0.35;-1.14;-0.5
R129;1;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-1.6642;0.35;-1.14;-0.5
R132;2;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.9179;0.35;-1.14;-0.5
R133;3;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.1716;0.35;-1.14;-0.5
R134;2;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.9179;0.35;-1.14;-0.5
R135;2;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.9179;0.35;-1.14;-0.5
R136;4;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;0.5746;0.35;-1.14;-0.5
R139;4;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;0.5746;0.35;-1.14;-0.5
R140;2;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.9179;0.35;-1.14;-0.5
R142;3;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.1716;0.35;-1.14;-0.5
R144;1;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-1.6642;0.35;-1.14;-0.5
R145;3;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.1716;0.35;-1.14;-0.5
R147;4;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;0.5746;0.35;-1.14;-0.5
R148;3;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.1716;0.35;-1.14;-0.5
R151;3;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.1716;0.35;-1.14;-0.5
R154;4;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;0.5746;0.35;-1.14;-0.5
R157;2;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.9179;0.35;-1.14;-0.5
R160;2;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.9179;0.35;-1.14;-0.5
R161;2;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.9179;0.35;-1.14;-0.5
R162;1;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-1.6642;0.35;-1.14;-0.5
R163;2;M57;male;Cauc;0.6;0.46;-0.95;0.36;0.22;0.9;-0.83;-0.9179;0.35;-1.14;-0.5
